run_id,t_epoch,gpu_index,memory_used_bytes,memory_total_bytes,torch_allocated_bytes,gpu_util_pct,power_w,temperature_c
42b8c41f1a27,1778739812.7084846,0,406454272,4294967296,0,7,3.291,47
42b8c41f1a27,1778739814.7336113,0,406454272,4294967296,0,0,3.414,48
42b8c41f1a27,1778739815.2350929,0,406454272,4294967296,0,0,3.253,48
42b8c41f1a27,1778739815.7366362,0,406454272,4294967296,0,0,3.239,48
42b8c41f1a27,1778739816.2376356,0,406454272,4294967296,0,0,3.269,48
42b8c41f1a27,1778739816.7387166,0,406454272,4294967296,0,0,3.249,48
42b8c41f1a27,1778739817.2400787,0,406454272,4294967296,0,0,3.249,48
42b8c41f1a27,1778739817.7413402,0,406454272,4294967296,0,0,3.203,48
42b8c41f1a27,1778739818.2421129,0,406454272,4294967296,0,0,3.216,48
42b8c41f1a27,1778739818.7435958,0,406454272,4294967296,0,0,3.251,48
42b8c41f1a27,1778739819.2452953,0,406454272,4294967296,0,0,3.259,48
42b8c41f1a27,1778739819.746507,0,406454272,4294967296,0,0,3.242,48
42b8c41f1a27,1778739820.2471619,0,406454272,4294967296,0,0,3.236,48
42b8c41f1a27,1778739820.748443,0,406454272,4294967296,0,0,3.237,48
42b8c41f1a27,1778739821.2490387,0,406454272,4294967296,0,0,3.253,48
42b8c41f1a27,1778739821.7500527,0,406454272,4294967296,0,0,3.253,48
42b8c41f1a27,1778739822.2525651,0,406454272,4294967296,0,0,3.188,48
42b8c41f1a27,1778739822.754236,0,406454272,4294967296,0,0,3.188,48
42b8c41f1a27,1778739825.10846,0,406454272,4294967296,0,0,3.188,48
42b8c41f1a27,1778739825.6090071,0,406454272,4294967296,0,0,3.188,48
42b8c41f1a27,1778739826.1103733,0,406454272,4294967296,0,0,3.192,48
42b8c41f1a27,1778739826.611458,0,406454272,4294967296,0,0,3.208,48
42b8c41f1a27,1778739827.112256,0,406454272,4294967296,0,0,3.221,48
42b8c41f1a27,1778739827.613332,0,406454272,4294967296,0,0,3.221,48
42b8c41f1a27,1778739828.114562,0,406454272,4294967296,0,0,3.19,48
42b8c41f1a27,1778739828.615073,0,406454272,4294967296,0,0,3.19,48
42b8c41f1a27,1778739829.1154795,0,406454272,4294967296,0,0,3.194,48
42b8c41f1a27,1778739829.6159902,0,406454272,4294967296,0,0,3.219,48
42b8c41f1a27,1778739830.1171198,0,406454272,4294967296,0,0,3.257,48
42b8c41f1a27,1778739830.6184778,0,406454272,4294967296,0,0,3.535,48
42b8c41f1a27,1778739831.1194544,0,406454272,4294967296,0,0,3.567,48
42b8c41f1a27,1778739831.6207962,0,406192128,4294967296,0,0,3.296,48
42b8c41f1a27,1778739832.1222315,0,406192128,4294967296,0,16,3.316,48
42b8c41f1a27,1778739832.62322,0,406192128,4294967296,0,16,3.303,48
42b8c41f1a27,1778739833.124274,0,406192128,4294967296,0,0,3.343,48
42b8c41f1a27,1778739835.6912735,0,406454272,4294967296,0,8,3.247,48
42b8c41f1a27,1778739836.1922905,0,406454272,4294967296,0,0,3.269,48
42b8c41f1a27,1778739836.6939912,0,406454272,4294967296,0,0,3.264,48
42b8c41f1a27,1778739837.1949332,0,406454272,4294967296,0,0,3.261,48
42b8c41f1a27,1778739837.6962018,0,406454272,4294967296,0,0,3.256,48
42b8c41f1a27,1778739838.1976016,0,406454272,4294967296,0,8,3.257,48
42b8c41f1a27,1778739838.6990814,0,406454272,4294967296,0,8,3.247,48
42b8c41f1a27,1778739839.200368,0,406454272,4294967296,0,0,3.279,48
42b8c41f1a27,1778739839.701133,0,406454272,4294967296,0,0,3.271,48
42b8c41f1a27,1778739840.2031033,0,406454272,4294967296,0,0,3.276,48
42b8c41f1a27,1778739840.7042215,0,406454272,4294967296,0,0,3.28,48
42b8c41f1a27,1778739841.2053366,0,406454272,4294967296,0,8,3.295,48
42b8c41f1a27,1778739841.7066805,0,406454272,4294967296,0,8,3.278,48
42b8c41f1a27,1778739842.2078817,0,406454272,4294967296,0,0,3.276,48
42b8c41f1a27,1778739842.7091737,0,406454272,4294967296,0,0,3.276,48
42b8c41f1a27,1778739843.2103555,0,406454272,4294967296,0,0,3.277,48
42b8c41f1a27,1778739843.7112527,0,406454272,4294967296,0,0,3.277,48
42b8c41f1a27,1778739846.4242299,0,406454272,4294967296,0,0,3.251,48
42b8c41f1a27,1778739846.9249594,0,406454272,4294967296,0,0,3.208,48
42b8c41f1a27,1778739847.425771,0,406454272,4294967296,0,0,3.214,48
42b8c41f1a27,1778739847.9273965,0,406454272,4294967296,0,0,3.24,48
42b8c41f1a27,1778739848.428294,0,406454272,4294967296,0,0,3.24,48
42b8c41f1a27,1778739848.9299831,0,406454272,4294967296,0,0,3.205,48
42b8c41f1a27,1778739849.4309554,0,406454272,4294967296,0,0,3.205,48
42b8c41f1a27,1778739849.9321854,0,406454272,4294967296,0,0,3.205,48
42b8c41f1a27,1778739850.4331877,0,406454272,4294967296,0,0,3.214,48
42b8c41f1a27,1778739850.9350007,0,406454272,4294967296,0,0,3.218,48
42b8c41f1a27,1778739851.4360495,0,406454272,4294967296,0,0,3.218,48
42b8c41f1a27,1778739851.9368045,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739852.4382608,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739852.9405046,0,406454272,4294967296,0,0,3.192,48
42b8c41f1a27,1778739853.4417372,0,406454272,4294967296,0,0,3.192,48
42b8c41f1a27,1778739853.9431045,0,406454272,4294967296,0,0,3.189,48
42b8c41f1a27,1778739854.444409,0,406454272,4294967296,0,0,3.189,48
42b8c41f1a27,1778739857.2747903,0,406454272,4294967296,0,0,3.204,48
42b8c41f1a27,1778739857.7756646,0,406454272,4294967296,0,0,3.207,49
42b8c41f1a27,1778739858.2769165,0,406454272,4294967296,0,0,3.221,48
42b8c41f1a27,1778739858.777993,0,406454272,4294967296,0,0,3.32,49
42b8c41f1a27,1778739859.279222,0,406454272,4294967296,0,31,3.39,49
42b8c41f1a27,1778739859.780645,0,406454272,4294967296,0,31,3.6,48
42b8c41f1a27,1778739860.2839117,0,406454272,4294967296,0,0,3.507,49
42b8c41f1a27,1778739860.7858176,0,406454272,4294967296,0,0,3.285,48
42b8c41f1a27,1778739861.2872071,0,406454272,4294967296,0,0,3.284,48
42b8c41f1a27,1778739861.7881944,0,406454272,4294967296,0,0,3.292,49
42b8c41f1a27,1778739862.2895577,0,406454272,4294967296,0,4,3.281,48
42b8c41f1a27,1778739862.7910573,0,406454272,4294967296,0,4,3.281,48
42b8c41f1a27,1778739863.2922573,0,406454272,4294967296,0,0,3.284,49
42b8c41f1a27,1778739863.7931004,0,406454272,4294967296,0,0,3.293,48
42b8c41f1a27,1778739864.2940407,0,406454272,4294967296,0,0,3.273,48
42b8c41f1a27,1778739864.7951908,0,406454272,4294967296,0,0,3.273,48
42b8c41f1a27,1778739865.2964458,0,406454272,4294967296,0,8,3.289,48
42b8c41f1a27,1778739868.2592642,0,406454272,4294967296,0,7,3.291,49
42b8c41f1a27,1778739868.7600892,0,406454272,4294967296,0,7,3.271,49
42b8c41f1a27,1778739869.2625306,0,406454272,4294967296,0,0,3.29,49
42b8c41f1a27,1778739869.7639298,0,406454272,4294967296,0,0,3.29,49
42b8c41f1a27,1778739870.26536,0,406454272,4294967296,0,0,3.29,49
42b8c41f1a27,1778739870.7667925,0,406454272,4294967296,0,0,3.272,49
42b8c41f1a27,1778739871.2682142,0,406454272,4294967296,0,0,3.276,49
42b8c41f1a27,1778739871.7695928,0,406454272,4294967296,0,0,3.276,49
42b8c41f1a27,1778739872.2715704,0,406454272,4294967296,0,0,3.213,49
42b8c41f1a27,1778739872.7726896,0,406454272,4294967296,0,0,3.213,49
42b8c41f1a27,1778739873.2744417,0,406454272,4294967296,0,0,3.201,49
42b8c41f1a27,1778739873.775805,0,406454272,4294967296,0,0,3.201,49
42b8c41f1a27,1778739874.277267,0,406454272,4294967296,0,0,3.196,48
42b8c41f1a27,1778739874.778629,0,406454272,4294967296,0,0,3.196,48
42b8c41f1a27,1778739875.280164,0,406454272,4294967296,0,0,3.195,48
42b8c41f1a27,1778739875.7816012,0,406454272,4294967296,0,0,3.195,48
42b8c41f1a27,1778739876.2831135,0,406454272,4294967296,0,0,3.197,48
42b8c41f1a27,1778739879.4014313,0,406454272,4294967296,0,0,3.212,49
42b8c41f1a27,1778739879.9022305,0,406454272,4294967296,0,0,3.213,49
42b8c41f1a27,1778739880.4031806,0,406454272,4294967296,0,0,3.213,49
42b8c41f1a27,1778739880.904534,0,406454272,4294967296,0,0,3.208,49
42b8c41f1a27,1778739881.4060738,0,406454272,4294967296,0,0,3.208,49
42b8c41f1a27,1778739881.9072156,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739882.4080515,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739882.9094307,0,406454272,4294967296,0,0,3.203,49
42b8c41f1a27,1778739883.4109335,0,406454272,4294967296,0,0,3.203,49
42b8c41f1a27,1778739883.912308,0,406454272,4294967296,0,0,3.204,49
42b8c41f1a27,1778739884.4131384,0,406454272,4294967296,0,0,3.204,49
42b8c41f1a27,1778739884.9141872,0,406454272,4294967296,0,0,3.205,49
42b8c41f1a27,1778739885.415544,0,406454272,4294967296,0,0,3.205,49
42b8c41f1a27,1778739885.917624,0,406454272,4294967296,0,0,3.203,49
42b8c41f1a27,1778739886.4186327,0,406454272,4294967296,0,0,3.203,49
42b8c41f1a27,1778739886.9202366,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739887.4218347,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739887.9241176,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739889.9809623,0,406454272,4294967296,0,0,3.207,49
42b8c41f1a27,1778739890.4823685,0,406454272,4294967296,0,0,3.207,49
42b8c41f1a27,1778739890.9840436,0,406454272,4294967296,0,0,3.206,49
42b8c41f1a27,1778739891.485464,0,406454272,4294967296,0,0,3.206,49
42b8c41f1a27,1778739891.9870408,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739892.4884202,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739892.9897828,0,406454272,4294967296,0,0,3.197,49
42b8c41f1a27,1778739893.49113,0,406454272,4294967296,0,0,3.197,49
42b8c41f1a27,1778739893.9927135,0,406454272,4294967296,0,0,3.196,48
42b8c41f1a27,1778739894.4933474,0,406454272,4294967296,0,0,3.196,48
42b8c41f1a27,1778739894.9944332,0,406454272,4294967296,0,0,3.192,48
42b8c41f1a27,1778739895.4985998,0,406454272,4294967296,0,0,3.192,48
42b8c41f1a27,1778739896.0003157,0,406454272,4294967296,0,0,3.195,49
42b8c41f1a27,1778739896.5017762,0,406454272,4294967296,0,0,3.195,49
42b8c41f1a27,1778739897.0033493,0,406454272,4294967296,0,0,3.198,48
42b8c41f1a27,1778739897.5046964,0,406454272,4294967296,0,0,3.198,48
42b8c41f1a27,1778739898.0062444,0,406454272,4294967296,0,0,3.196,48
42b8c41f1a27,1778739900.4905047,0,406454272,4294967296,0,0,3.203,49
42b8c41f1a27,1778739900.9917474,0,406454272,4294967296,0,6,3.223,49
42b8c41f1a27,1778739901.4942656,0,406454272,4294967296,0,6,3.23,49
42b8c41f1a27,1778739901.9957829,0,406454272,4294967296,0,0,3.253,49
42b8c41f1a27,1778739902.497272,0,406454272,4294967296,0,0,3.253,49
42b8c41f1a27,1778739902.9985676,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739903.5000896,0,406454272,4294967296,0,0,3.202,49
42b8c41f1a27,1778739904.002184,0,406454272,4294967296,0,0,3.2,48
42b8c41f1a27,1778739904.503428,0,406454272,4294967296,0,0,3.2,48
42b8c41f1a27,1778739905.005021,0,406454272,4294967296,0,0,3.199,48
42b8c41f1a27,1778739905.5062144,0,406454272,4294967296,0,0,3.199,48
42b8c41f1a27,1778739906.0075972,0,406454272,4294967296,0,0,3.197,49
42b8c41f1a27,1778739906.5088823,0,406454272,4294967296,0,0,3.197,49
42b8c41f1a27,1778739907.0101843,0,406454272,4294967296,0,0,3.195,48
42b8c41f1a27,1778739907.5115936,0,406454272,4294967296,0,0,3.195,48
42b8c41f1a27,1778739908.0130737,0,406454272,4294967296,0,0,3.197,48
42b8c41f1a27,1778739908.5143375,0,406454272,4294967296,0,0,3.197,48
42b8c41f1a27,1778739911.133943,0,406454272,4294967296,0,0,3.208,48
42b8c41f1a27,1778739911.634793,0,406454272,4294967296,0,0,3.208,48
42b8c41f1a27,1778739912.1368153,0,406454272,4294967296,0,0,3.209,49
42b8c41f1a27,1778739912.6383753,0,406454272,4294967296,0,0,3.209,49
42b8c41f1a27,1778739913.1399024,0,406454272,4294967296,0,0,3.206,49
42b8c41f1a27,1778739913.6414456,0,406454272,4294967296,0,0,3.206,49
42b8c41f1a27,1778739914.1426032,0,406454272,4294967296,0,0,3.203,48
42b8c41f1a27,1778739914.6432564,0,406454272,4294967296,0,0,3.203,48
42b8c41f1a27,1778739915.144756,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739915.6465223,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739916.1481953,0,406454272,4294967296,0,0,3.2,49
42b8c41f1a27,1778739916.6499248,0,406454272,4294967296,0,0,3.2,49
42b8c41f1a27,1778739917.1510377,0,406454272,4294967296,0,0,3.199,48
42b8c41f1a27,1778739917.6518312,0,406454272,4294967296,0,0,3.199,48
42b8c41f1a27,1778739918.1532936,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739918.6547432,0,406454272,4294967296,0,0,3.201,48
42b8c41f1a27,1778739919.1562207,0,406454272,4294967296,0,0,3.202,48
42b8c41f1a27,1778739922.0078712,0,406454272,4294967296,0,0,3.204,49
42b8c41f1a27,1778739922.5087159,0,406454272,4294967296,0,0,3.204,49
42b8c41f1a27,1778739923.0101345,0,406454272,4294967296,0,0,3.2,49
42b8c41f1a27,1778739923.5116866,0,406454272,4294967296,0,0,3.208,49
42b8c41f1a27,1778739924.014047,0,406454272,4294967296,0,8,3.258,49
42b8c41f1a27,1778739924.5156617,0,406454272,4294967296,0,8,3.257,48
42b8c41f1a27,1778739925.0171914,0,406454272,4294967296,0,0,3.278,49
42b8c41f1a27,1778739925.5186114,0,406454272,4294967296,0,0,3.286,49
42b8c41f1a27,1778739926.0197728,0,406454272,4294967296,0,0,3.296,49
42b8c41f1a27,1778739926.5208795,0,406454272,4294967296,0,0,3.299,49
42b8c41f1a27,1778739927.0224438,0,406454272,4294967296,0,8,3.288,48
42b8c41f1a27,1778739927.5240195,0,406454272,4294967296,0,8,3.257,49
42b8c41f1a27,1778739928.0254714,0,406454272,4294967296,0,0,3.283,48
42b8c41f1a27,1778739928.5270708,0,406454272,4294967296,0,0,3.297,48
42b8c41f1a27,1778739929.0285382,0,406454272,4294967296,0,0,3.278,49
42b8c41f1a27,1778739929.5301762,0,406454272,4294967296,0,0,3.277,48
42b8c41f1a27,1778739930.031644,0,406454272,4294967296,0,8,3.264,48
42b8c41f1a27,1778739933.1280956,0,406454272,4294967296,0,8,3.321,49
42b8c41f1a27,1778739933.6300066,0,406454272,4294967296,0,8,3.295,49
42b8c41f1a27,1778739934.1314795,0,406454272,4294967296,0,0,3.319,49
42b8c41f1a27,1778739934.6331377,0,406454272,4294967296,0,0,3.315,49
42b8c41f1a27,1778739935.1346247,0,406454272,4294967296,0,0,3.28,49
42b8c41f1a27,1778739935.6362333,0,406454272,4294967296,0,0,3.28,49
42b8c41f1a27,1778739936.137727,0,406454272,4294967296,0,0,3.201,49
42b8c41f1a27,1778739936.6405108,0,406454272,4294967296,0,0,3.201,49
42b8c41f1a27,1778739937.1427739,0,406454272,4294967296,0,0,3.195,49
42b8c41f1a27,1778739937.6450608,0,406454272,4294967296,0,0,3.195,49
42b8c41f1a27,1778739938.1457996,0,406454272,4294967296,0,0,3.196,49
42b8c41f1a27,1778739938.6463103,0,406454272,4294967296,0,0,3.196,49
42b8c41f1a27,1778739939.1469393,0,406454272,4294967296,0,0,3.196,49
42b8c41f1a27,1778739939.6485775,0,406454272,4294967296,0,0,3.196,49
42b8c41f1a27,1778739940.1502154,0,406454272,4294967296,0,0,3.194,49
42b8c41f1a27,1778739940.6511655,0,406454272,4294967296,0,0,3.194,49
42b8c41f1a27,1778739941.1524274,0,406454272,4294967296,0,0,3.195,49
